id	created	contents
99	2022-12-12 00:05:40.36568+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:05 12 December 2022", "num_samples": 1066, "num_minutes": 5.3, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .", "label": 0, "prediction": 1, "magnitude": 0.10000000149011612}]}
100	2022-12-19 00:04:35.626022+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 19 December 2022", "num_samples": 1066, "num_minutes": 4.15, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "if you're in the right b-movie frame of mind , it may just scare the pants off you .", "label": 1, "prediction": 0, "magnitude": 0.30000001192092896}, {"text": "an extraordinarily silly thriller .", "label": 0, "prediction": 1, "magnitude": 0.6000000238418579}]}
101	2022-12-26 00:04:07.247029+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 26 December 2022", "num_samples": 1066, "num_minutes": 3.716666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .", "label": 1, "prediction": 0, "magnitude": 0.0}, {"text": "the movie obviously seeks to re-create the excitement of such '50s flicks as jules verne's '20 , 000 leagues under the sea' and the george pal version of h . g . wells' 'the time machine . ' but its storytelling prowess and special effects are both listless .", "label": 0, "prediction": 1, "magnitude": 1.2000000476837158}]}
102	2023-01-02 00:04:14.236636+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 02 January 2023", "num_samples": 1066, "num_minutes": 3.816666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "those of you who don't believe in santa claus probably also think that sequels can never capture the magic of the original . well , this movie proves you wrong on both counts .", "label": 1, "prediction": 0, "magnitude": 1.5}, {"text": "never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .", "label": 0, "prediction": 1, "magnitude": 0.20000000298023224}]}
103	2023-01-09 00:03:50.474827+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:03 09 January 2023", "num_samples": 1066, "num_minutes": 3.433333333333333, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "as well-acted and well-intentioned as all or nothing is , however , the film comes perilously close to being too bleak , too pessimistic and too unflinching for its own good .", "label": 1, "prediction": 0, "magnitude": 0.4000000059604645}, {"text": "an extraordinarily silly thriller .", "label": 0, "prediction": 1, "magnitude": 0.6000000238418579}]}
104	2023-01-16 00:04:40.430466+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 16 January 2023", "num_samples": 1066, "num_minutes": 4.216666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "chouraqui brings documentary-like credibility to the horrors of the killing field and the barbarism of 'ethnic cleansing . '", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .", "label": 0, "prediction": 1, "magnitude": 0.20000000298023224}]}
105	2023-01-23 00:04:11.64178+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 23 January 2023", "num_samples": 1066, "num_minutes": 3.7666666666666666, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "this new zealand coming-of-age movie isn't really about anything . when it's this rich and luscious , who cares ?", "label": 1, "prediction": 0, "magnitude": 0.8999999761581421}, {"text": "ah , the travails of metropolitan life ! alas , another breathless movie about same !", "label": 0, "prediction": 1, "magnitude": 0.6000000238418579}]}
106	2023-01-30 00:04:43.4698+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 30 January 2023", "num_samples": 1066, "num_minutes": 4.333333333333333, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable .", "label": 1, "prediction": 0, "magnitude": 0.6000000238418579}, {"text": "the sight of the name bruce willis brings to mind images of a violent battlefield action picture , but the film has a lot more on its mind--maybe too much .", "label": 0, "prediction": 1, "magnitude": 0.4000000059604645}]}
107	2023-02-06 00:04:09.697156+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 06 February 2023", "num_samples": 1066, "num_minutes": 3.6666666666666665, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "if we sometimes need comforting fantasies about mental illness , we also need movies like tim mccann's revolution no . 9 .", "label": 1, "prediction": 0, "magnitude": 0.20000000298023224}, {"text": "this movie plays like an extended dialogue exercise in retard 101 .", "label": 0, "prediction": 1, "magnitude": 0.10000000149011612}]}
108	2023-02-13 00:03:58.422105+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:03 13 February 2023", "num_samples": 1066, "num_minutes": 3.6, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "the rare imax movie that you'll wish was longer than an hour .", "label": 1, "prediction": 0, "magnitude": 0.10000000149011612}, {"text": "one of the most plain , unimaginative romantic comedies i've ever seen .", "label": 0, "prediction": 1, "magnitude": 0.4000000059604645}]}
109	2023-02-20 00:04:42.985497+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 20 February 2023", "num_samples": 1066, "num_minutes": 4.266666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .", "label": 1, "prediction": 0, "magnitude": 0.0}, {"text": "a film that plays things so nice 'n safe as to often play like a milquetoast movie of the week blown up for the big screen .", "label": 0, "prediction": 1, "magnitude": 0.800000011920929}]}
110	2023-02-27 00:03:56.42861+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:03 27 February 2023", "num_samples": 1066, "num_minutes": 3.566666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "if you're in the right b-movie frame of mind , it may just scare the pants off you .", "label": 1, "prediction": 0, "magnitude": 0.30000001192092896}, {"text": "a handsome but unfulfilling suspense drama more suited to a quiet evening on pbs than a night out at an amc .", "label": 0, "prediction": 1, "magnitude": 0.4000000059604645}]}
111	2023-03-06 00:04:01.163035+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:03 06 March 2023", "num_samples": 1066, "num_minutes": 3.6, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "the warnings to resist temptation in this film . . . are blunt and challenging and offer no easy rewards for staying clean .", "label": 1, "prediction": 0, "magnitude": 0.4000000059604645}, {"text": "the action quickly sinks into by-the-numbers territory .", "label": 0, "prediction": 1, "magnitude": 0.4000000059604645}]}
112	2023-03-13 00:04:22.996521+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 13 March 2023", "num_samples": 1066, "num_minutes": 4.0, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .", "label": 1, "prediction": 0, "magnitude": 0.4000000059604645}, {"text": "like the tuck family themselves , this movie just goes on and on and on and on", "label": 0, "prediction": 1, "magnitude": 0.800000011920929}]}
113	2023-03-20 00:04:15.147337+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "00:04 20 March 2023", "num_samples": 1066, "num_minutes": 3.9, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "insomnia loses points when it surrenders to a formulaic bang-bang , shoot-em-up scene at the conclusion . but the performances of pacino , williams , and swank keep the viewer wide-awake all the way through .", "label": 1, "prediction": 0, "magnitude": 0.699999988079071}, {"text": "a feeble tootsie knockoff .", "label": 0, "prediction": 1, "magnitude": 0.10000000149011612}]}
114	2023-03-26 23:04:52.050509+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 26 March 2023", "num_samples": 1066, "num_minutes": 4.45, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .", "label": 1, "prediction": 0, "magnitude": 0.6000000238418579}, {"text": "once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny .", "label": 0, "prediction": 1, "magnitude": 0.10000000149011612}]}
115	2023-04-02 23:05:19.849698+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:05 02 April 2023", "num_samples": 1066, "num_minutes": 4.933333333333334, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .", "label": 1, "prediction": 0, "magnitude": 0.30000001192092896}, {"text": "the densest distillation of roberts' movies ever made .", "label": 0, "prediction": 1, "magnitude": 0.20000000298023224}]}
116	2023-04-09 23:08:11.865005+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:08 09 April 2023", "num_samples": 1066, "num_minutes": 7.8, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .", "label": 0, "prediction": 1, "magnitude": 0.4000000059604645}]}
117	2023-04-16 23:04:53.320204+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 16 April 2023", "num_samples": 1066, "num_minutes": 4.483333333333333, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "examines its explosive subject matter as nonjudgmentally as wiseman's previous studies of inner-city high schools , hospitals , courts and welfare centers .", "label": 1, "prediction": 0, "magnitude": 0.0}, {"text": "the beautiful , unusual music is this film's chief draw , but its dreaminess may lull you to sleep .", "label": 0, "prediction": 1, "magnitude": 0.4000000059604645}]}
118	2023-04-23 23:07:57.76918+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:07 23 April 2023", "num_samples": 1066, "num_minutes": 7.583333333333333, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .", "label": 1, "prediction": 0, "magnitude": 0.4000000059604645}, {"text": "an encouraging effort from mccrudden", "label": 0, "prediction": 1, "magnitude": 0.800000011920929}]}
119	2023-04-30 23:03:59.280218+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:03 30 April 2023", "num_samples": 1066, "num_minutes": 3.6166666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "[shyamalan] continues to cut a swathe through mainstream hollywood , while retaining an integrity and refusing to compromise his vision .", "label": 1, "prediction": 0, "magnitude": 0.10000000149011612}, {"text": "the venezuelans say things like \" si , pretty much \" and \" por favor , go home \" when talking to americans . that's muy loco , but no more ridiculous than most of the rest of \" dragonfly . \"", "label": 0, "prediction": 1, "magnitude": 0.800000011920929}]}
120	2023-05-07 23:06:07.75762+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:06 07 May 2023", "num_samples": 1066, "num_minutes": 5.75, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "the film didn't move me one way or the other , but it was an honest effort and if you want to see a flick about telemarketers this one will due .", "label": 0, "prediction": 1, "magnitude": 0.800000011920929}]}
121	2023-05-14 23:06:13.073221+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:06 14 May 2023", "num_samples": 1066, "num_minutes": 5.816666666666666, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "steven soderbergh doesn't remake andrei tarkovsky's solaris so much as distill it .", "label": 1, "prediction": 0, "magnitude": 0.4000000059604645}, {"text": "the satire is just too easy to be genuinely satisfying .", "label": 0, "prediction": 1, "magnitude": 0.6000000238418579}]}
122	2023-05-21 23:06:37.047114+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:06 21 May 2023", "num_samples": 1066, "num_minutes": 6.25, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .", "label": 1, "prediction": 0, "magnitude": 0.0}, {"text": "the thing looks like a made-for-home-video quickie .", "label": 0, "prediction": 1, "magnitude": 0.10000000149011612}]}
123	2023-05-28 23:04:18.233+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 28 May 2023", "num_samples": 1066, "num_minutes": 3.95, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "what emerges is an unsettling picture of childhood innocence combined with indoctrinated prejudice . promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents' anguish .", "label": 1, "prediction": 0, "magnitude": 1.600000023841858}, {"text": "lyne's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded .", "label": 0, "prediction": 1, "magnitude": 0.20000000298023224}]}
124	2023-06-04 23:07:08.274366+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:07 04 June 2023", "num_samples": 1066, "num_minutes": 6.75, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "often demented in a good way , but it is an uneven film for the most part .", "label": 1, "prediction": 0, "magnitude": 0.30000001192092896}, {"text": "purports to be a hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging . oh , and more entertaining , too .", "label": 0, "prediction": 1, "magnitude": 1.100000023841858}]}
125	2023-06-11 23:06:25.439576+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:06 11 June 2023", "num_samples": 1066, "num_minutes": 6.05, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "claude chabrol's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .", "label": 1, "prediction": 0, "magnitude": 0.10000000149011612}, {"text": "while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter", "label": 0, "prediction": 1, "magnitude": 0.10000000149011612}]}
126	2023-06-18 23:05:50.095225+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:05 18 June 2023", "num_samples": 1066, "num_minutes": 5.483333333333333, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "making such a tragedy the backdrop to a love story risks trivializing it , though chouraqui no doubt intended the film to affirm love's power to help people endure almost unimaginable horror .", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "the characters . . . are paper-thin , and their personalities undergo radical changes when it suits the script .", "label": 0, "prediction": 1, "magnitude": 0.20000000298023224}]}
127	2023-06-25 23:04:54.078591+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 25 June 2023", "num_samples": 1066, "num_minutes": 4.5, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "claude chabrol's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .", "label": 1, "prediction": 0, "magnitude": 0.10000000149011612}, {"text": "ah , the travails of metropolitan life ! alas , another breathless movie about same !", "label": 0, "prediction": 1, "magnitude": 0.6000000238418579}]}
128	2023-07-02 23:04:51.273054+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 02 July 2023", "num_samples": 1066, "num_minutes": 4.466666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "meant to reduce blake's philosophy into a tragic coming-of-age saga punctuated by bursts of animator todd mcfarlane's superhero dystopia .", "label": 1, "prediction": 0, "magnitude": 0.4000000059604645}, {"text": "proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .", "label": 0, "prediction": 1, "magnitude": 0.5}]}
129	2023-07-09 23:04:19.06562+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 09 July 2023", "num_samples": 1066, "num_minutes": 3.9166666666666665, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "far-fetched premise , convoluted plot , and thematic mumbo jumbo about destiny and redemptive love .", "label": 0, "prediction": 1, "magnitude": 0.20000000298023224}]}
130	2023-07-16 23:04:39.004074+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 16 July 2023", "num_samples": 1066, "num_minutes": 4.266666666666667, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .", "label": 1, "prediction": 0, "magnitude": 0.0}, {"text": "skillful as he is , mr . shyamalan is undone by his pretensions .", "label": 0, "prediction": 1, "magnitude": 1.2000000476837158}]}
131	2023-07-23 23:04:05.290204+00	{"api_name": "gcp", "dataset_name": "rotten_tomatoes", "created": "23:04 23 July 2023", "num_samples": 1066, "num_minutes": 3.7, "accuracy": 0.7776735459662288, "f1": 0.7705711519845111, "precision": 0.796, "recall": 0.7467166979362101, "mistakes": [{"text": "the way home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and . . . often misconstrued as weakness .", "label": 1, "prediction": 0, "magnitude": 0.5}, {"text": "it takes you somewhere you're not likely to have seen before , but beneath the exotic surface ( and exotic dancing ) it's surprisingly old-fashioned .", "label": 0, "prediction": 1, "magnitude": 0.8999999761581421}]}
